age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
22,,327060,HS-grad,9,Never-married,,Unmarried,Black,Male,0,0,8,United-States,0
35,Private,148903,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
56,,141076,HS-grad,9,Divorced,,Not-in-family,Black,Female,3674,0,40,United-States,0
40,Private,154076,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
27,Private,195337,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
43,Federal-gov,79529,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,0
38,Private,186934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
39,Private,205359,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
20,Private,199698,9th,5,Never-married,Transport-moving,Unmarried,White,Male,0,0,35,United-States,0
32,Private,160594,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
43,Private,147510,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
41,Federal-gov,207685,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
39,Private,30828,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,239662,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1579,36,United-States,0
28,Private,340269,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,45,United-States,0
24,Private,200967,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,36,United-States,0
51,Self-emp-inc,192973,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,1
38,Private,206951,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
23,Private,120601,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
46,Private,158825,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,1
48,Private,185041,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,0
43,Self-emp-not-inc,47261,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
17,Private,75333,10th,6,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,0
41,Private,196001,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,0
30,State-gov,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,1
25,Private,113099,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
26,Private,162302,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,0
48,Local-gov,189762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
48,Private,189123,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
51,Self-emp-not-inc,103257,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
31,Self-emp-not-inc,161745,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,0
24,State-gov,43475,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
58,Private,102791,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,0
36,Private,379522,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,1
40,Private,283724,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,0,0,49,United-States,0
67,,159542,5th-6th,3,Widowed,,Unmarried,Black,Female,0,0,40,United-States,0
47,Private,262043,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
39,State-gov,99156,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
35,Private,207819,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
22,Private,184543,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
45,Self-emp-not-inc,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
25,Private,211392,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,0
21,Private,230248,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
55,Local-gov,200448,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
26,Private,34402,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,0
38,Private,103925,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
44,Private,88808,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
43,Private,167599,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,25,United-States,0
18,Private,118376,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
35,Private,187119,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,0
31,Private,328734,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
53,Federal-gov,439263,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,1
49,Private,265295,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,111900,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
42,,32533,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,45,United-States,0
24,Private,83783,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
61,,347089,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,0
26,Private,154604,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
53,Private,226135,9th,5,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,Jamaica,0
18,Self-emp-not-inc,207438,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
51,Private,68882,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,35,Portugal,0
33,Private,219034,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
58,Self-emp-not-inc,310014,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,0
19,,385901,Some-college,10,Never-married,,Own-child,White,Male,0,0,22,United-States,0
32,Private,169512,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,1
63,Private,440607,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,30,Mexico,0
69,Private,361561,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
43,Private,211128,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
34,Private,263908,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
38,Private,102350,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
40,Private,85668,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
44,Private,112797,9th,5,Divorced,Other-service,Own-child,White,Female,0,0,50,United-States,0
59,,184948,Assoc-voc,11,Divorced,,Not-in-family,White,Male,0,0,48,United-States,0
35,Private,111377,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
48,Private,345831,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
22,Private,326334,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
44,Private,33521,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
36,Private,221650,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Japan,0
51,Local-gov,154891,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,52,United-States,0
34,Private,163110,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
34,Private,302770,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
62,Private,161802,1st-4th,2,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,30,United-States,0
22,Private,298489,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
37,Private,182668,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
22,Local-gov,34029,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
24,Private,275093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,0
72,,173427,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,Cuba,0
45,Private,370274,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,Private,482211,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
30,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,1
35,Private,189102,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
37,Private,403344,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
45,Private,189792,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
20,Private,262877,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,55,United-States,0
40,Private,226505,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States,1
57,Self-emp-not-inc,321456,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,0
45,Self-emp-not-inc,271828,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
31,Private,56510,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0
21,Private,345253,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,2174,0,40,United-States,0
29,Private,133136,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
29,Private,132686,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
41,Private,311101,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
27,Local-gov,225291,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
69,,106566,Doctorate,16,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,1
36,Private,172571,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
76,,209674,7th-8th,4,Divorced,,Not-in-family,White,Female,0,0,7,United-States,0
42,Private,39060,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
42,Private,144594,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
26,Private,297991,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,0,1977,75,Cambodia,1
61,State-gov,347445,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
43,Private,456236,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
30,Self-emp-not-inc,227429,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Yugoslavia,0
55,Private,380357,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,,1
50,Private,176157,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
34,Private,274577,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
33,Private,119176,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
19,Private,256979,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,35,United-States,0
32,Private,358655,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,1
60,Local-gov,195409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,52,United-States,1
56,Self-emp-not-inc,19896,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,1
66,Private,102423,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,0
22,Private,190625,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0
36,Self-emp-not-inc,202950,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,0
56,Private,247337,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
19,Private,248749,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
21,,80680,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,0
40,Private,34722,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,1
35,Private,170617,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,0
62,Local-gov,68268,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
45,Federal-gov,170915,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,0
60,Private,166330,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
59,Private,216851,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,143123,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
35,Private,41777,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,0
40,Private,175686,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
32,Local-gov,42596,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
41,Self-emp-inc,218302,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
52,Private,139176,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,0
63,Local-gov,80655,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
37,Self-emp-not-inc,265266,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba,1
29,Private,163167,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,0
17,Private,53611,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,0
22,Private,226327,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
29,Local-gov,128091,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,United-States,0
21,,123983,Some-college,10,Never-married,,Own-child,Other,Male,0,0,20,United-States,0
73,,191394,Prof-school,15,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
33,Private,258932,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,155483,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,283613,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
50,Private,65408,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
56,Private,242782,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,44,United-States,0
30,Local-gov,295737,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
50,Private,205803,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1
55,Private,35551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
53,Federal-gov,141340,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
80,Private,148623,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
58,Private,156040,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,1
36,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
22,Private,315476,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
66,State-gov,132055,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1825,40,United-States,1
61,Federal-gov,91726,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,1
32,Private,312667,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,2174,0,55,United-States,0
53,Local-gov,204397,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
40,Private,180206,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19,Private,87653,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
29,Private,212588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,325923,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,0
28,Private,216178,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
30,Private,245211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2002,43,United-States,0
41,Private,116797,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,1
