city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.682,,Has relevent experience,no_enrollment,Graduate,Other,6,Pvt Ltd,1,202,0
0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Early Stage Startup,1,3,1
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,4,53,0
0.727,Male,No relevent experience,Full time course,Primary School,,7,,1,22,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Pvt Ltd,>4,154,0
0.738,Male,No relevent experience,Full time course,High School,,1,,,42,1
0.624,Male,No relevent experience,Full time course,Masters,No Major,3,,never,70,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,3,90,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,18,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,68,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,15,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Pvt Ltd,1,22,0
0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,3,32,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,2,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,1,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,20,0
0.91,Male,No relevent experience,Full time course,Primary School,,9,,never,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,78,0
0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,,>4,58,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,188,0
0.836,,No relevent experience,no_enrollment,Primary School,,1,,never,9,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,82,0
0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,>4,23,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,,1,4,1
0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Pvt Ltd,1,140,0
0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,>4,166,1
0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,never,19,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,>4,13,1
0.855,Male,Has relevent experience,Full time course,Graduate,STEM,10,Early Stage Startup,1,48,0
0.92,Male,Has relevent experience,no_enrollment,High School,,2,Pvt Ltd,2,12,0
0.913,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,,1,86,1
0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,15,,1,34,1
0.666,Male,Has relevent experience,Part time course,Graduate,Humanities,2,Pvt Ltd,2,14,1
0.855,Male,Has relevent experience,,Graduate,STEM,14,Pvt Ltd,2,27,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,Pvt Ltd,4,24,0
0.903,,No relevent experience,Full time course,High School,,2,NGO,1,18,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,,never,23,1
0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Pvt Ltd,1,79,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,>4,142,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,,1,150,1
0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,Pvt Ltd,1,16,0
0.939,Male,No relevent experience,Full time course,Graduate,STEM,15,NGO,1,25,0
0.949,,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,2,36,0
0.884,Male,No relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,never,128,0
0.887,Male,Has relevent experience,Part time course,Graduate,STEM,7,Pvt Ltd,never,39,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,3,84,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,NGO,1,63,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NGO,>4,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,30,0
0.827,Male,Has relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,1,45,0
0.92,,No relevent experience,Full time course,High School,,4,Pvt Ltd,1,21,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,2,34,0
0.802,Male,No relevent experience,,Phd,STEM,4,,1,57,0
0.84,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,Public Sector,2,48,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,56,0
0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,1,66,1
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,1,15,0
0.884,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,2,36,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,1,15,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,140,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,,2,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,1,102,0
0.776,Male,Has relevent experience,no_enrollment,Graduate,No Major,6,Pvt Ltd,3,144,0
0.762,Male,Has relevent experience,Full time course,High School,,10,Other,1,43,0
0.92,,No relevent experience,Full time course,Graduate,STEM,6,Public Sector,1,42,0
0.92,Male,Has relevent experience,Full time course,High School,,5,Pvt Ltd,1,34,0
0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,>4,52,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Pvt Ltd,3,57,0
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,1,24,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,1,210,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,4,84,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,1,25,0
0.624,,Has relevent experience,Full time course,Masters,STEM,20,,1,16,1
0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,,15,1
0.92,Male,No relevent experience,no_enrollment,High School,,7,,1,41,1
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,1,46,0
0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,,2,27,1
0.624,,Has relevent experience,Full time course,Masters,STEM,5,,never,24,1
0.884,,Has relevent experience,no_enrollment,Graduate,STEM,6,Early Stage Startup,4,50,1
0.666,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,,1,53,0
0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,,4,10,1
0.624,,No relevent experience,Full time course,High School,,6,,never,196,0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,Pvt Ltd,2,58,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,never,50,1
0.647,Male,No relevent experience,Full time course,Masters,STEM,4,,1,36,0
0.738,Male,No relevent experience,Full time course,Graduate,STEM,10,,never,48,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,41,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,1,174,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,Pvt Ltd,3,75,0
0.925,Male,No relevent experience,Full time course,Graduate,STEM,4,,1,132,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,12,Pvt Ltd,2,72,0
0.689,,Has relevent experience,no_enrollment,High School,,2,,2,100,0
0.925,Male,Has relevent experience,Part time course,Masters,STEM,9,Pvt Ltd,4,52,0
0.949,Male,No relevent experience,no_enrollment,Masters,Business Degree,16,Pvt Ltd,>4,23,1
0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,1,9,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,>4,32,0
0.893,,Has relevent experience,no_enrollment,Phd,Humanities,>20,Pvt Ltd,>4,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,Early Stage Startup,2,43,0
0.624,,No relevent experience,Full time course,Graduate,STEM,4,,never,48,1
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,56,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,>4,16,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,,>20,Pvt Ltd,3,57,0
0.895,Male,Has relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,1,72,0
0.666,Male,No relevent experience,no_enrollment,Primary School,,<1,,never,7,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,1,29,1
0.698,,Has relevent experience,,,,>20,,>4,33,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,NGO,>4,83,0
0.624,,No relevent experience,no_enrollment,High School,,2,,never,104,1
0.743,,Has relevent experience,no_enrollment,Masters,STEM,8,,1,44,1
0.895,,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,1,56,0
0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,,never,54,1
0.743,,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,2,4,0
0.91,,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,25,0
0.893,,Has relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,3,54,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Pvt Ltd,3,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,2,9,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,99,1
0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,NGO,4,6,0
0.92,,Has relevent experience,Part time course,Graduate,STEM,1,Pvt Ltd,1,72,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,5,Early Stage Startup,1,164,1
0.897,,No relevent experience,no_enrollment,High School,,6,,never,12,0
0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,48,1
0.92,Female,No relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,2,22,0
0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,,1,69,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,3,106,1
0.689,,No relevent experience,no_enrollment,Graduate,STEM,3,Funded Startup,3,84,0
0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,80,0
0.698,,No relevent experience,,High School,,3,,never,56,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,3,105,0
0.624,,No relevent experience,no_enrollment,High School,,<1,,never,15,0
0.884,Male,No relevent experience,Full time course,High School,,7,,never,110,0
0.848,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,38,0
0.555,,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,25,0
0.887,,No relevent experience,Full time course,High School,,9,,never,13,0
0.847,Male,No relevent experience,Full time course,Graduate,No Major,9,,never,11,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,,1,65,1
0.92,Male,No relevent experience,Full time course,Masters,Other,15,Pvt Ltd,never,188,0
0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Funded Startup,2,98,0
0.949,,Has relevent experience,no_enrollment,Masters,STEM,>20,,>4,70,0
0.925,,Has relevent experience,no_enrollment,Graduate,Business Degree,13,Pvt Ltd,,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,2,78,1
0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,never,16,0
0.624,,Has relevent experience,Full time course,Masters,STEM,6,Pvt Ltd,1,210,0
0.895,,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,124,0
0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,never,6,0
0.55,,Has relevent experience,no_enrollment,Masters,STEM,2,,1,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,42,0
0.926,Male,No relevent experience,Full time course,High School,,5,Pvt Ltd,2,43,0
0.915,,Has relevent experience,no_enrollment,Graduate,STEM,4,Early Stage Startup,1,69,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,4,196,0
0.924,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,90,0
0.767,,Has relevent experience,,Graduate,STEM,6,Pvt Ltd,1,77,0
0.794,,Has relevent experience,no_enrollment,Graduate,STEM,4,,2,5,0
0.926,Male,Has relevent experience,Full time course,Graduate,STEM,13,,>4,3,0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,3,326,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,Pvt Ltd,1,36,0
0.926,Male,No relevent experience,Full time course,High School,,3,Pvt Ltd,1,166,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,>4,56,0
0.884,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,53,0
0.893,,Has relevent experience,no_enrollment,Masters,STEM,15,Funded Startup,1,45,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,>4,40,0
0.767,Male,Has relevent experience,no_enrollment,High School,,10,Early Stage Startup,1,98,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,4,18,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NGO,1,5,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Pvt Ltd,2,124,0
0.903,Male,Has relevent experience,,Graduate,STEM,>20,Pvt Ltd,2,86,0
0.887,,No relevent experience,Part time course,Graduate,STEM,5,Pvt Ltd,3,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,144,0
0.558,Male,No relevent experience,Part time course,Graduate,STEM,2,Pvt Ltd,never,71,1
0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,never,130,1
0.865,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,Pvt Ltd,>4,113,0
0.794,,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,>4,44,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NGO,>4,88,0
0.479,,No relevent experience,,High School,,,Early Stage Startup,1,38,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,1,20,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,1,113,0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,NGO,1,27,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,128,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,2,166,0
0.682,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,4,160,0
0.775,Male,No relevent experience,Full time course,Graduate,STEM,3,,never,164,0
0.527,,Has relevent experience,no_enrollment,Graduate,STEM,9,,>4,118,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,142,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,35,0
0.92,,Has relevent experience,no_enrollment,Masters,Humanities,13,Public Sector,>4,182,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,NGO,1,136,0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,1,38,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Funded Startup,>4,97,0
0.647,,No relevent experience,no_enrollment,Graduate,STEM,1,,never,33,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,52,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,1,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,108,0
0.527,Female,No relevent experience,Full time course,High School,,<1,,never,48,1
0.789,Female,No relevent experience,no_enrollment,Graduate,STEM,17,,>4,40,0
0.794,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,Pvt Ltd,2,212,0
0.579,Male,Has relevent experience,Full time course,Graduate,STEM,1,,1,23,0
0.479,,No relevent experience,,Graduate,STEM,1,Pvt Ltd,1,110,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,3,57,0
0.722,,Has relevent experience,Part time course,Masters,STEM,10,Pvt Ltd,3,19,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,2,107,1
0.796,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,79,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,41,1
0.926,Male,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,65,0
0.802,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,41,0
0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,2,36,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,NGO,1,15,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,9,1
0.887,Male,No relevent experience,Part time course,Graduate,STEM,2,,never,36,0
0.926,,Has relevent experience,no_enrollment,Masters,Other,7,Pvt Ltd,never,57,0
0.897,,Has relevent experience,no_enrollment,Masters,STEM,19,,>4,41,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,2,61,0
0.743,Male,Has relevent experience,Part time course,Graduate,STEM,5,,1,72,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,2,42,0
0.92,,Has relevent experience,no_enrollment,Graduate,Other,5,,2,154,0
0.92,,Has relevent experience,no_enrollment,Graduate,Other,2,Pvt Ltd,1,162,0
0.91,Male,No relevent experience,no_enrollment,Primary School,,2,Pvt Ltd,never,18,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,,1,112,1
0.913,,No relevent experience,no_enrollment,High School,,2,Pvt Ltd,never,58,0
0.555,,No relevent experience,Full time course,Graduate,STEM,4,,1,106,0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,1,21,0
0.624,,Has relevent experience,no_enrollment,High School,,3,Early Stage Startup,,118,1
0.788,,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,1,122,0
0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,72,1
0.926,,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,3,55,0
0.939,,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,>4,133,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,2,62,0
0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,4,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,3,24,0
0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,36,0
0.926,Male,No relevent experience,no_enrollment,High School,,>20,Pvt Ltd,>4,6,0
0.924,,No relevent experience,Full time course,Graduate,STEM,7,Public Sector,never,19,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,13,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,17,0
0.897,,No relevent experience,Part time course,Graduate,STEM,5,,,9,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,1,26,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,53,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,38,0
0.743,,Has relevent experience,Full time course,Masters,STEM,15,Pvt Ltd,1,38,1
0.698,,No relevent experience,no_enrollment,Masters,STEM,>20,,2,45,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,>4,40,0
0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,>4,110,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,Other,17,,,73,0
0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Pvt Ltd,>4,206,0
0.897,,Has relevent experience,no_enrollment,High School,,>20,Pvt Ltd,>4,102,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,1,68,1
0.788,Male,Has relevent experience,no_enrollment,High School,,>20,Funded Startup,1,56,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,never,83,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Funded Startup,2,6,0
0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,,1,46,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,>4,78,1
0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11,Public Sector,3,60,0
0.624,,No relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,>4,14,1
0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,NGO,>4,116,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,never,111,0
0.624,,No relevent experience,Full time course,Masters,STEM,1,,1,82,1
0.866,Other,No relevent experience,Full time course,High School,,1,Pvt Ltd,never,37,0
0.73,Male,No relevent experience,no_enrollment,Graduate,STEM,6,NGO,1,87,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,31,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,2,154,0
0.624,Male,No relevent experience,Full time course,,,2,,1,304,0
0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,Early Stage Startup,1,95,0
0.92,,Has relevent experience,Full time course,Phd,STEM,,Public Sector,never,56,0
0.698,,Has relevent experience,Full time course,Graduate,STEM,4,,1,11,1
0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,Other,1,63,0
0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,156,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,3,11,1
0.682,Male,No relevent experience,Full time course,Graduate,STEM,2,,1,68,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,,1,1,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,>4,47,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,3,34,0
0.91,,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,20,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,2,164,0
0.92,Male,No relevent experience,no_enrollment,Primary School,,4,Pvt Ltd,never,6,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,1,8,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,14,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,3,72,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,17,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,83,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Early Stage Startup,1,68,1
0.91,,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,1,60,0
0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,5,,1,10,0
0.698,,Has relevent experience,Part time course,Graduate,STEM,7,,1,42,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,145,1
0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,,>4,48,1
0.754,Male,No relevent experience,Part time course,High School,,4,,1,298,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,65,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,1,27,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,4,50,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,1,256,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,18,Public Sector,>4,45,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,Early Stage Startup,2,178,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,4,40,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,2,51,0
0.624,,No relevent experience,Full time course,Graduate,STEM,<1,Pvt Ltd,1,17,1
0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,1,34,0
0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,Funded Startup,2,74,0
0.624,Male,No relevent experience,Full time course,High School,,5,Pvt Ltd,never,14,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,4,62,0
0.91,,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,32,0
0.682,Male,No relevent experience,Full time course,High School,,5,,never,29,0
0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,,2,86,0
0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,2,174,0
0.884,,Has relevent experience,no_enrollment,Graduate,STEM,6,Early Stage Startup,1,89,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Funded Startup,2,67,0
0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,4,111,0
0.827,Male,Has relevent experience,Part time course,High School,,16,,1,35,0
0.878,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,15,0
0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,7,NGO,>4,77,1
0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,72,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,>4,7,0
0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,,>4,106,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,34,0
0.698,Male,No relevent experience,Full time course,Graduate,Humanities,3,,never,15,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,2,88,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,Pvt Ltd,2,77,0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,11,,2,146,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,never,110,0
0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7,,1,50,0
0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,15,0
0.92,,No relevent experience,Part time course,Graduate,STEM,18,Pvt Ltd,2,55,0
0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,48,1
